transaksie_id,datum,winkel_naam,klient_id,produk_kategorie,produk,verkoopsprys,kosprys,hoeveelheid,verkoopsprys_genormaliseer,kosprys_genormaliseer,hoeveelheid_gestandaardiseer,totale_inkomste,log_totale_inkomste,tipe_Bed,tipe_Droër,tipe_Eetstel,tipe_Kas,tipe_Lessenaar,tipe_Mikrogolf,tipe_Stoof,tipe_Wasmajien,tipe_Yskas,jaar,maand,kwartaal,dag_van_week,winsmarge,bruto_wins,maand_naam,is_naweek,seisoen,verkope_kategorie,winsmarge_kategorie,markup_pct,bydrae_marge,wins_opslag_pct,jaar_maand
T00163,2025-07-06,Paarl,K0116,Meubels,Lessenaar,5941.27,4138.34,1,0.216564659709554,0.214058734599637,-0.4123517295081363,5941.27,8.689846494236267,False,False,False,False,True,False,False,False,False,2025,7,3,6,30.34586881256028,1802.9300000000003,July,True,Winter,Medium,Goed,43.566502510668535,1752.9300000000003,43.566502510668535,2025-07
T00164,2025-07-15,Paarl,K0136,Toestelle,Yskas,6128.28,4181.98,1,0.2254718913280591,0.2169574701557771,-0.4123517295081363,6128.28,8.7208325668932,False,False,False,False,False,False,False,False,True,2025,7,3,1,31.759319091164244,1946.3000000000002,July,False,Winter,Medium,Goed,46.54015562006514,1896.3000000000002,46.54015562006514,2025-07
T00165,2025-07-11,Paarl,K0030,Toestelle,Stoof,6733.28,4806.51,1,0.2542878644268003,0.2584411391951027,-0.4123517295081363,6733.28,8.814966178898175,False,False,False,False,False,False,True,False,False,2025,7,3,4,28.615622698001562,1926.7699999999995,July,False,Winter,Medium,Gemiddeld,40.08667411489832,1876.7699999999995,40.08667411489832,2025-07
T00166,2024-07-27,Worcester,K0144,Meubels,Kas,6693.16,4312.42,1,0.2523769605578391,0.2256217933900327,-0.4123517295081363,6693.16,8.808990783487417,False,False,False,True,False,False,False,False,False,2024,7,3,5,35.56974583007129,2380.74,July,True,Winter,Medium,Goed,55.20658933962832,2330.74,55.20658933962832,2024-07
T00168,2025-04-19,Worcester,K0019,Toestelle,Wasmajien,6422.03,4379.7,1,0.239463117935919,0.2300907880787839,-0.4123517295081363,6422.03,8.767645247961504,False,False,False,False,False,False,False,True,False,2025,4,2,5,31.801938016483884,2042.33,April,True,Herfs,Medium,Goed,46.63173276708451,1992.33,46.63173276708451,2025-04
T00169,2025-10-06,Stellenbosch,K0082,Toestelle,Yskas,12172.03,8642.18,1,0.513333936642963,0.5132209973669597,-0.4123517295081363,12172.03,9.406978127877109,False,False,False,False,False,False,False,False,True,2025,10,4,0,28.999682057964037,3529.8500000000004,October,False,Lente,Medium,Gemiddeld,40.84443971312794,3479.8500000000004,40.84443971312794,2025-10
T00170,2025-06-21,Worcester,K0077,Meubels,Lessenaar,3262.18,2254.02,1,0.088960386372188,0.0888949998804371,-0.4123517295081363,3262.18,8.090457459031391,False,False,False,False,True,False,False,False,False,2025,6,2,5,30.904487183417224,1008.1599999999999,June,True,Winter,Laag,Goed,44.727198516428416,958.1599999999999,44.727198516428416,2025-06
T00171,2024-12-09,Worcester,K0032,Meubels,Bed,7696.43,5010.35,1,0.3001624173029202,0.2719809709037094,-0.4123517295081363,7696.43,8.948641785895664,True,False,False,False,False,False,False,False,False,2024,12,4,0,34.900336909450225,2686.08,December,False,Somer,Medium,Goed,53.61062600417136,2636.08,53.61062600417136,2024-12
T00172,2025-01-22,Stellenbosch,K0142,Meubels,Kas,6882.48,4522.61,1,0.261394216800903,0.2395834163631097,-0.4123517295081363,6882.48,8.83687961700012,False,False,False,True,False,False,False,False,False,2025,1,1,2,34.28807639106834,2359.87,January,False,Somer,Medium,Goed,52.17938314380414,2309.87,52.17938314380414,2025-01
T00174,2025-05-13,Paarl,K0105,Toestelle,Droër,5752.76,4004.67,1,0.2075859835296471,0.2051798624229815,-0.4123517295081363,5752.76,8.657608833126899,False,True,False,False,False,False,False,False,False,2025,5,2,1,30.386979467247027,1748.0900000000001,May,False,Herfs,Medium,Goed,43.651287122284735,1698.0900000000001,43.651287122284735,2025-05
T00175,2024-09-14,Stellenbosch,K0175,Toestelle,Yskas,7821.27,5264.12,1,0.3061085099998571,0.2888373440036559,-0.4123517295081363,7821.27,8.964730072745807,False,False,False,False,False,False,False,False,True,2024,9,3,5,32.69481810498807,2557.1500000000005,September,True,Lente,Medium,Goed,48.57697012986028,2507.1500000000005,48.57697012986028,2024-09
T00176,2025-12-12,Paarl,K0047,Meubels,Lessenaar,5349.6,3788.81,1,0.1883835906131372,0.190841616383834,-0.4123517295081363,5349.6,8.584963983134474,False,False,False,False,True,False,False,False,False,2025,12,4,4,29.17582622999851,1560.7900000000004,December,False,Somer,Medium,Gemiddeld,41.19472868789938,1510.7900000000004,41.19472868789938,2025-12
T00177,2024-11-10,Paarl,K0078,Meubels,Eetstel,17698.8,11613.12,1,0.7765723757221854,0.710562184652909,-0.4123517295081363,17698.8,9.781308619063052,False,False,True,False,False,False,False,False,False,2024,11,4,6,34.38470404773204,6085.6799999999985,November,True,Lente,Hoog,Goed,52.403488468215244,6035.6799999999985,52.403488468215244,2024-11
T00178,2024-12-16,Stellenbosch,K0133,Toestelle,Wasmajien,7460.95,4904.12,1,0.2889465737569837,0.2649247683801355,-0.4123517295081363,7460.95,8.917572053142198,False,False,False,False,False,False,False,True,False,2024,12,4,0,34.269496511838305,2556.83,December,False,Somer,Medium,Goed,52.136366973075695,2506.83,52.136366973075695,2024-12
T00179,2025-04-17,Stellenbosch,K0142,Toestelle,Wasmajien,5756.51,3885.5,1,0.2077645949331517,0.1972641356533845,-0.4123517295081363,5756.51,8.65826036855829,False,False,False,False,False,False,False,True,False,2025,4,2,3,32.502505858584456,1871.0100000000002,April,False,Herfs,Medium,Goed,48.15364817912753,1821.0100000000002,48.15364817912753,2025-04
T00180,2025-04-08,Stellenbosch,K0129,Toestelle,Droër,5827.78,3920.5,1,0.211159164193891,0.1995889693945601,-0.4123517295081363,5827.78,8.670562995010421,False,True,False,False,False,False,False,False,False,2025,4,2,1,32.72738504198854,1907.2799999999997,April,False,Herfs,Medium,Goed,48.64889682438464,1857.2799999999997,48.64889682438464,2025-04
T00181,2024-12-20,Worcester,K0185,Meubels,Bank,11947.75,8059.52,1,0.5026515458221602,0.474518493720292,-0.4123517295081363,11947.75,9.388381949377973,False,False,False,False,False,False,False,False,False,2024,12,4,4,32.54361699901655,3888.2299999999996,December,False,Somer,Medium,Goed,48.24394008576192,3838.2299999999996,48.24394008576192,2024-12
T00182,2025-06-11,Worcester,K0165,Meubels,Eetstel,15351.98,10465.77,1,0.6647940253294785,0.6343508134261141,-0.4123517295081363,15351.98,9.639064870981048,False,False,True,False,False,False,False,False,False,2025,6,2,2,31.827881484994116,4886.209999999999,June,False,Winter,Hoog,Goed,46.68753469644373,4836.209999999999,46.68753469644373,2025-06
T00183,2025-03-29,Worcester,K0164,Meubels,Lessenaar,5047.1,3365.28,1,0.1739756040637666,0.162709135400974,-0.4123517295081363,5047.1,8.52676721385051,False,False,False,False,True,False,False,False,False,2025,3,1,5,33.32250203086921,1681.8200000000002,March,True,Herfs,Medium,Goed,49.97563352826511,1631.8200000000002,49.97563352826511,2025-03
T00184,2024-08-01,Paarl,K0176,Toestelle,Stoof,8136.05,5343.18,1,0.3211013893585707,0.2940888113058657,-0.4123517295081363,8136.05,9.004182985448578,False,False,False,False,False,False,True,False,False,2024,8,3,3,34.3270997597114,2792.87,August,False,Winter,Medium,Goed,52.26980936446086,2742.87,52.26980936446086,2024-08
T00185,2025-08-20,Paarl,K0041,Toestelle,Yskas,10650.83,7630.58,1,0.4408796254399794,0.4460266598648673,-0.4123517295081363,10650.83,9.273486987362231,False,False,False,False,False,False,False,False,True,2025,8,3,2,28.35694495170799,3020.25,August,False,Winter,Medium,Gemiddeld,39.58087065465535,2970.25,39.58087065465535,2025-08
T00186,2025-09-24,Paarl,K0156,Toestelle,Mikrogolf,2906.75,2000.84,1,0.0720313593994846,0.0720778168349846,-0.4123517295081363,2906.75,7.9751348652191485,False,False,False,False,False,True,False,False,False,2025,9,3,2,31.165734927324333,905.9100000000001,September,False,Lente,Laag,Goed,45.27648387677176,855.9100000000001,45.27648387677176,2025-09
T00187,2024-11-25,Paarl,K0034,Toestelle,Stoof,10849.86,7299.28,3,0.4503593661438513,0.424020447909111,3.146503737778303,32549.58,10.390550466218365,False,False,False,False,False,False,True,False,False,2024,11,4,0,32.72466188503815,3550.580000000001,November,False,Lente,Hoog,Goed,48.642879845683424,3500.580000000001,48.642879845683424,2024-11
T00188,2025-07-15,Worcester,K0032,Meubels,Bed,8042.01,5475.37,1,0.3166222916557515,0.3028693762271801,-0.4123517295081363,8042.01,8.992558670220467,True,False,False,False,False,False,False,False,False,2025,7,3,1,31.91540423351874,2566.6400000000003,July,False,Winter,Medium,Goed,46.87610152373265,2516.6400000000003,46.87610152373265,2025-07
T00189,2025-03-31,Paarl,K0075,Meubels,Bank,12810.42,8494.42,1,0.543740265678509,0.5034062135499281,-0.4123517295081363,12810.42,9.458092239645008,False,False,False,False,False,False,False,False,False,2025,3,1,0,33.69132315724231,4316.0,March,False,Herfs,Medium,Goed,50.80982574442987,4266.0,50.80982574442987,2025-03
T00190,2025-07-29,Worcester,K0041,Toestelle,Wasmajien,6804.79,4720.68,3,0.2576938648173639,0.2527399826235283,3.146503737778303,20414.37,9.924043327517923,False,False,False,False,False,False,False,True,False,2025,7,3,1,30.62710237935336,2084.1099999999997,July,False,Winter,Hoog,Goed,44.148512502436084,2034.1099999999997,44.148512502436084,2025-07
T00191,2025-06-01,Worcester,K0128,Toestelle,Wasmajien,5772.67,4046.93,1,0.2085342910079875,0.2079869331058981,-0.4123517295081363,5772.67,8.661063205835877,False,False,False,False,False,False,False,True,False,2025,6,2,6,29.895005257532482,1725.7400000000002,June,True,Winter,Medium,Gemiddeld,42.64318878755007,1675.7400000000002,42.64318878755007,2025-06
T00193,2025-08-07,Worcester,K0091,Toestelle,Wasmajien,8737.17,6018.97,1,0.3497325591918191,0.3389773654186959,-0.4123517295081363,8737.17,9.075456064575048,False,False,False,False,False,False,False,True,False,2025,8,3,3,31.110760120267773,2718.2,August,False,Winter,Medium,Goed,45.160550725456346,2668.2,45.160550725456346,2025-08
T00194,2024-08-19,Stellenbosch,K0168,Toestelle,Mikrogolf,2895.83,1860.0,1,0.0715112429924792,0.062722685860494,-0.4123517295081363,2895.83,7.971372314652984,False,False,False,False,False,True,False,False,False,2024,8,3,0,35.76971023851538,1035.83,August,False,Winter,Laag,Goed,55.68978494623656,985.8299999999999,55.68978494623656,2024-08
T00195,2025-10-25,Paarl,K0068,Meubels,Eetstel,14963.26,10863.79,1,0.6462794053907304,0.660788822730763,-0.4123517295081363,14963.26,9.613419970350506,False,False,True,False,False,False,False,False,False,2025,10,4,5,27.396904150566115,4099.469999999999,October,True,Lente,Medium,Gemiddeld,37.7351734523587,4049.4699999999993,37.7351734523587,2025-10
T00196,2025-07-10,Paarl,K0146,Toestelle,Yskas,7205.49,5005.55,1,0.2767790886531747,0.2716621365620624,-0.4123517295081363,7205.49,8.882737287886032,False,False,False,False,False,False,False,False,True,2025,7,3,3,30.53144199769897,2199.9399999999996,July,False,Winter,Medium,Goed,43.95001548281407,2149.9399999999996,43.95001548281407,2025-07
T00197,2025-01-16,Paarl,K0116,Toestelle,Yskas,10950.24,7438.46,1,0.4551404361928622,0.4332653153404486,-0.4123517295081363,10950.24,9.301207970842388,False,False,False,False,False,False,False,False,True,2025,1,1,3,32.070347316588496,3511.7799999999997,January,False,Somer,Medium,Goed,47.21111627944494,3461.7799999999997,47.21111627944494,2025-01
T00198,2025-04-13,Worcester,K0101,Meubels,Bank,11632.36,8146.34,3,0.4876296123418099,0.4802854098748309,3.146503737778303,34897.08,10.460187092350528,False,False,False,False,False,False,False,False,False,2025,4,2,6,29.968295341615974,3486.0200000000004,April,True,Herfs,Hoog,Gemiddeld,42.79246876511416,3436.0200000000004,42.79246876511416,2025-04
T00199,2025-07-18,Paarl,K0131,Toestelle,Wasmajien,7619.4,5272.15,1,0.2964935009263978,0.2893707272877027,-0.4123517295081363,7619.4,8.93858414074128,False,False,False,False,False,False,False,True,False,2025,7,3,4,30.80623146179489,2347.25,July,False,Winter,Medium,Goed,44.52168470168717,2297.25,44.52168470168717,2025-07
T00200,2025-08-16,Worcester,K0183,Meubels,Eetstel,13308.83,9535.92,1,0.5674793882440355,0.5725866233051962,-0.4123517295081363,13308.83,9.496258138955977,False,False,True,False,False,False,False,False,False,2025,8,3,5,28.34892323367268,3772.91,August,True,Winter,Medium,Gemiddeld,39.56524383593822,3722.91,39.56524383593822,2025-08
T00201,2025-06-07,Paarl,K0132,Toestelle,Wasmajien,7367.45,5229.91,1,0.2844931960962691,0.2865649850812097,-0.4123517295081363,7367.45,8.904962650988713,False,False,False,False,False,False,False,True,False,2025,6,2,5,29.013294966372356,2137.54,June,True,Winter,Medium,Gemiddeld,40.871449030671656,2087.54,40.871449030671656,2025-06
T00202,2024-11-21,Paarl,K0158,Toestelle,Wasmajien,6239.59,4072.46,1,0.2307735540811515,0.2096827332605328,-0.4123517295081363,6239.59,8.738830008175833,False,False,False,False,False,False,False,True,False,2024,11,4,3,34.73192950177816,2167.13,November,False,Lente,Medium,Goed,53.214273436694285,2117.13,53.214273436694285,2024-11
T00203,2025-05-03,Worcester,K0137,Toestelle,Droër,5934.75,4186.94,1,0.2162541140159941,0.2172869323088122,-0.4123517295081363,5934.75,8.688748668057352,False,True,False,False,False,False,False,False,False,2025,5,2,5,29.45044020388391,1747.8100000000004,May,True,Herfs,Medium,Gemiddeld,41.7443287938208,1697.8100000000004,41.7443287938208,2025-05
T00204,2025-11-14,Worcester,K0095,Toestelle,Mikrogolf,2616.02,1812.27,1,0.0581839745085805,0.0595522768757422,-0.4123517295081363,2616.02,7.869791544839499,False,False,False,False,False,True,False,False,False,2025,11,4,4,30.7241534850651,803.75,November,False,Lente,Laag,Goed,44.35045550607801,753.75,44.35045550607801,2025-11
T00205,2025-06-05,Worcester,K0186,Meubels,Kas,3827.87,2603.97,1,0.115904035665125,0.1121400161011342,-0.4123517295081363,3827.87,8.250324999477584,False,False,False,True,False,False,False,False,False,2025,6,2,3,31.973395125748787,1223.9,June,False,Winter,Laag,Goed,47.001309538896386,1173.9,47.001309538896386,2025-06
T00206,2024-07-28,Worcester,K0199,Toestelle,Stoof,5966.57,3771.53,3,0.217769691311865,0.189693812753905,3.146503737778303,17899.71,9.792595655846688,False,False,False,False,False,False,True,False,False,2024,7,3,6,36.78897591078291,2195.0399999999995,July,True,Winter,Hoog,Goed,58.20025294774268,2145.0399999999995,58.20025294774268,2024-07
T00207,2025-02-19,Worcester,K0135,Meubels,Lessenaar,3781.56,2519.03,1,0.1136983039061123,0.1064979767304069,-0.4123517295081363,3781.56,8.238156308061487,False,False,False,False,True,False,False,False,False,2025,2,1,2,33.38648600048656,1262.5299999999997,February,False,Somer,Laag,Goed,50.11968892788096,1212.5299999999997,50.11968892788096,2025-02
T00208,2025-07-25,Stellenbosch,K0180,Meubels,Eetstel,14359.66,9970.35,1,0.6175301138826309,0.6014431239388794,-0.4123517295081363,14359.66,9.572247802548826,False,False,True,False,False,False,False,False,False,2025,7,3,4,30.56694935673964,4389.3099999999995,July,False,Winter,Medium,Goed,44.02363006313719,4339.3099999999995,44.02363006313719,2025-07
T00209,2024-10-21,Stellenbosch,K0039,Meubels,Kas,7286.49,4934.55,1,0.280637094968874,0.2669460452585348,-0.4123517295081363,7286.49,8.893914458445114,False,False,False,True,False,False,False,False,False,2024,10,4,0,32.27809274424311,2351.9399999999996,October,False,Lente,Medium,Goed,47.66270480590934,2301.9399999999996,47.66270480590934,2024-10
T00210,2025-08-27,Worcester,K0157,Meubels,Kas,5760.09,4036.96,1,0.2079351092863641,0.207324687608769,-0.4123517295081363,5760.09,8.658881971898154,False,False,False,True,False,False,False,False,False,2025,8,3,2,29.9149839672644,1723.13,August,False,Winter,Medium,Gemiddeld,42.68385121477547,1673.13,42.68385121477547,2025-08
T00211,2025-10-26,Worcester,K0144,Meubels,Bank,11953.72,8679.37,1,0.5029358951765395,0.5156912992765117,-0.4123517295081363,11953.72,9.388881458455453,False,False,False,False,False,False,False,False,False,2025,10,4,6,27.391891394478023,3274.3499999999985,October,True,Lente,Medium,Gemiddeld,37.725664420343854,3224.3499999999985,37.725664420343854,2025-10
T00212,2025-05-29,Worcester,K0045,Toestelle,Droër,6153.61,4332.98,1,0.2266783518215981,0.2269874671534204,-0.4123517295081363,6153.61,8.724956673491612,False,True,False,False,False,False,False,False,False,2025,5,2,3,29.58637287705916,1820.63,May,False,Herfs,Medium,Gemiddeld,42.017964541724176,1770.63,42.017964541724176,2025-05
T00213,2025-10-14,Worcester,K0198,Toestelle,Droër,6887.26,4810.69,1,0.2616218868032369,0.2587187907676201,-0.4123517295081363,6887.26,8.837573792201214,False,True,False,False,False,False,False,False,False,2025,10,4,1,30.150887290446427,2076.5700000000006,October,False,Lente,Medium,Goed,43.16574129698652,2026.5700000000006,43.16574129698652,2025-10
T00214,2025-03-28,Worcester,K0072,Toestelle,Wasmajien,5759.15,3903.42,3,0.2078903373612189,0.1984544505288664,3.146503737778303,17277.449999999997,9.75721533926077,False,False,False,False,False,False,False,True,False,2025,3,1,4,32.222289747619,1855.7299999999996,March,False,Herfs,Hoog,Goed,47.54113059829584,1805.7299999999996,47.54113059829584,2025-03
T00215,2025-05-02,Stellenbosch,K0177,Toestelle,Stoof,8304.23,5791.87,1,0.3291117535829447,0.3238925156295251,-0.4123517295081363,8304.23,9.024640715824065,False,False,False,False,False,False,True,False,False,2025,5,2,4,30.253978996246488,2512.3599999999997,May,False,Herfs,Medium,Goed,43.37735480941388,2462.3599999999997,43.37735480941388,2025-05
T00216,2025-11-13,Paarl,K0185,Toestelle,Stoof,9223.08,6432.9,1,0.3728763104123304,0.366472177718262,-0.4123517295081363,9223.08,9.12957273493817,False,False,False,False,False,False,True,False,False,2025,11,4,3,30.252150040984144,2790.1800000000003,November,False,Lente,Medium,Goed,43.37359511262417,2740.1800000000003,43.37359511262417,2025-11
T00217,2025-04-07,Paarl,K0098,Meubels,Lessenaar,4724.09,3316.54,1,0.1585907322114949,0.159471638356834,-0.4123517295081363,4724.09,8.460641887365487,False,False,False,False,True,False,False,False,False,2025,4,2,0,29.79515631581956,1407.5500000000002,April,False,Herfs,Laag,Gemiddeld,42.44031430346084,1357.5500000000002,42.44031430346084,2025-04
T00218,2025-08-09,Paarl,K0183,Meubels,Bed,8025.18,5604.8,1,0.3158206836768229,0.3114666114020474,-0.4123517295081363,8025.18,8.990463977687265,True,False,False,False,False,False,False,False,False,2025,8,3,5,30.159821960379706,2420.38,August,True,Winter,Medium,Goed,43.1840565229803,2370.38,43.1840565229803,2025-08
T00219,2024-09-19,Paarl,K0055,Toestelle,Stoof,8544.12,5575.91,1,0.3405376441394027,0.3095476272082599,-0.4123517295081363,8544.12,9.05311563875126,False,False,False,False,False,False,True,False,False,2024,9,3,3,34.739797662017864,2968.210000000001,September,False,Lente,Medium,Goed,53.232745865697275,2918.210000000001,53.232745865697275,2024-09
T00220,2025-01-23,Worcester,K0036,Toestelle,Droër,7097.6,4723.48,1,0.2716403195000786,0.2529259693228224,-0.4123517295081363,7097.6,8.867652860487672,False,True,False,False,False,False,False,False,False,2025,1,1,3,33.44961677186656,2374.120000000001,January,False,Somer,Medium,Goed,50.26209489613592,2324.120000000001,50.26209489613592,2025-01
T00221,2024-10-20,Worcester,K0136,Meubels,Bank,17382.96,11443.1,1,0.7615290088734145,0.6992688065764897,-0.4123517295081363,17382.96,9.763303220967211,False,False,False,False,False,False,False,False,False,2024,10,4,6,34.170590049105556,5939.859999999999,October,True,Lente,Hoog,Goed,51.907787225489585,5889.859999999999,51.907787225489585,2024-10
T00222,2025-02-17,Worcester,K0085,Meubels,Eetstel,12697.96,8395.58,1,0.5383838287616752,0.4968408830648482,-0.4123517295081363,12697.96,9.449275379329752,False,False,True,False,False,False,False,False,False,2025,2,1,0,33.88245040935709,4302.379999999999,February,False,Somer,Medium,Goed,51.24577456232922,4252.379999999999,51.24577456232922,2025-02
T00223,2025-10-27,Stellenbosch,K0041,Meubels,Eetstel,21569.41,15470.4,3,0.9609283982605632,0.9667774616003888,3.146503737778303,64708.23,11.07765912873774,False,False,True,False,False,False,False,False,False,2025,10,4,0,28.27620226978856,6099.01,October,False,Lente,Hoog,Gemiddeld,39.42373823559831,6049.01,39.42373823559831,2025-10
T00224,2025-08-21,Worcester,K0194,Toestelle,Mikrogolf,2095.85,1494.41,1,0.0334084295056512,0.0384388010765972,-0.4123517295081363,2095.85,7.648191497585247,False,False,False,False,False,True,False,False,False,2025,8,3,3,28.69671016532671,601.4399999999998,August,False,Winter,Laag,Gemiddeld,40.245983364672334,551.4399999999998,40.245983364672334,2025-08
T00225,2025-04-21,Paarl,K0023,Toestelle,Yskas,4752.21,3239.36,2,0.1599300795892414,0.154345047838436,1.3670760041350831,9504.42,9.15961744121616,False,False,False,False,False,False,False,False,True,2025,4,2,0,31.834662188750073,1512.85,April,False,Herfs,Medium,Goed,46.70212634594487,1462.85,46.70212634594487,2025-04
T00226,2025-02-23,Worcester,K0046,Meubels,Bank,10685.61,7417.02,1,0.4425361866703501,0.4318411886144256,-0.4123517295081363,10685.61,9.27674683492367,False,False,False,False,False,False,False,False,False,2025,2,1,6,30.58870761706632,3268.59,February,True,Somer,Medium,Goed,44.06877694815438,3218.59,44.06877694815438,2025-02
T00227,2024-08-07,Paarl,K0075,Toestelle,Wasmajien,7512.63,4969.67,2,0.291408077045815,0.2692788498582515,1.3670760041350831,15025.26,9.61755461612028,False,False,False,False,False,False,False,True,False,2024,8,3,2,33.84913139606237,2542.96,August,False,Winter,Hoog,Goed,51.16959476182523,2492.96,51.16959476182523,2024-08
T00228,2024-08-08,Stellenbosch,K0086,Toestelle,Droër,8751.41,5612.6,1,0.3504108062280606,0.3119847172072237,-0.4123517295081363,8751.41,9.077084369999604,False,True,False,False,False,False,False,False,False,2024,8,3,3,35.86633468206837,3138.8099999999995,August,False,Winter,Medium,Goed,55.92434878665857,3088.8099999999995,55.92434878665857,2024-08
T00229,2025-04-18,Paarl,K0120,Toestelle,Wasmajien,5652.38,3778.97,2,0.2028049134806361,0.1901880059834577,1.3670760041350831,11304.76,9.3330676093432,False,False,False,False,False,False,False,True,False,2025,4,2,4,33.1437376821799,1873.4100000000003,April,False,Herfs,Medium,Goed,49.574619539186614,1823.4100000000003,49.574619539186614,2025-04
T00230,2025-04-06,Stellenbosch,K0118,Meubels,Bed,8983.84,6038.02,1,0.3614813791658133,0.3402427392121072,-0.4123517295081363,8983.84,9.103293991602232,True,False,False,False,False,False,False,False,False,2025,4,2,6,32.790209977025405,2945.8199999999997,April,True,Herfs,Medium,Goed,48.78784767191893,2895.8199999999997,48.78784767191893,2025-04
T00231,2025-03-21,Worcester,K0076,Meubels,Eetstel,11039.3,7327.91,1,0.4593823379518272,0.4259221619093926,-0.4123517295081363,11039.3,9.309307493374924,False,False,True,False,False,False,False,False,False,2025,3,1,4,33.619794733361715,3711.3899999999994,March,False,Herfs,Medium,Goed,50.647319631381926,3661.3899999999994,50.647319631381926,2025-03
T00232,2025-01-14,Stellenbosch,K0023,Toestelle,Mikrogolf,3415.73,2249.91,1,0.0962739279743561,0.0886219979754019,-0.4123517295081363,3415.73,8.13643923231201,False,False,False,False,False,True,False,False,False,2025,1,1,1,34.130917841866896,1165.8200000000002,January,False,Somer,Laag,Goed,51.81629487401719,1115.8200000000002,51.81629487401719,2025-01
T00233,2025-08-15,Worcester,K0123,Meubels,Bank,14948.6,10180.96,3,0.6455811538772964,0.6154326449168506,3.146503737778303,44845.8,10.71100751600057,False,False,False,False,False,False,False,False,False,2025,8,3,4,31.893555249321015,4767.640000000001,August,False,Winter,Hoog,Goed,46.828982728544275,4717.640000000001,46.828982728544275,2025-08
T00234,2025-05-28,Stellenbosch,K0115,Meubels,Bed,7061.65,4963.44,1,0.2699280315118145,0.2688650294523222,-0.4123517295081363,7061.65,8.862575614167206,True,False,False,False,False,False,False,False,False,2025,5,2,2,29.712744188681118,2098.21,May,False,Herfs,Medium,Gemiddeld,42.273302387054144,2048.21,42.273302387054144,2025-05
T00235,2025-03-31,Paarl,K0003,Toestelle,Droër,4444.24,2943.48,1,0.1452615585392921,0.1346915676287493,-0.4123517295081363,4444.24,8.399589139741266,False,True,False,False,False,False,False,False,False,2025,3,1,0,33.768653358054465,1500.7599999999998,March,False,Herfs,Laag,Goed,50.98590783698207,1450.7599999999998,50.98590783698207,2025-03
T00236,2025-03-25,Worcester,K0031,Toestelle,Wasmajien,9030.81,6027.4,1,0.3637185465318428,0.3395373182312133,-0.4123517295081363,9030.81,9.108508069292908,False,False,False,False,False,False,False,True,False,2025,3,1,1,33.25737115496838,3003.41,March,False,Herfs,Medium,Goed,49.82927962305472,2953.41,49.82927962305472,2025-03
T00237,2025-10-20,Paarl,K0181,Meubels,Kas,5828.19,4148.16,1,0.2111786923740075,0.2147110165235897,-0.4123517295081363,5828.19,8.6706333331568,False,False,False,True,False,False,False,False,False,2025,10,4,0,28.825930520453174,1680.0299999999997,October,False,Lente,Medium,Gemiddeld,40.50060749826429,1630.0299999999997,40.50060749826429,2025-10
T00238,2025-05-15,Worcester,K0057,Meubels,Bed,10475.63,7311.5,1,0.4325349006682448,0.424832147003887,-0.4123517295081363,10475.63,9.256902341276463,True,False,False,False,False,False,False,False,False,2025,5,2,3,30.204675041023783,3164.129999999999,May,False,Herfs,Medium,Goed,43.27607194146207,3114.129999999999,43.27607194146207,2025-05
T00239,2025-02-10,Stellenbosch,K0156,Toestelle,Wasmajien,7007.87,4670.48,1,0.2673665058370206,0.2494055068004707,-0.4123517295081363,7007.87,8.854931768746635,False,False,False,False,False,False,False,True,False,2025,2,1,0,33.35378652857431,2337.3900000000003,February,False,Somer,Medium,Goed,50.046033812370474,2287.3900000000003,50.046033812370474,2025-02
T00240,2025-07-18,Paarl,K0056,Toestelle,Droër,6556.38,4450.97,1,0.2458621691521436,0.2348248138140292,-0.4123517295081363,6556.38,8.788346411916706,False,True,False,False,False,False,False,False,False,2025,7,3,4,32.112385188167856,2105.41,July,False,Winter,Medium,Goed,47.30227343702608,2055.41,47.30227343702608,2025-07
T00241,2025-03-11,Worcester,K0181,Meubels,Lessenaar,4049.93,2766.47,1,0.1264806885350531,0.1229338870423066,-0.4123517295081363,4049.93,8.306701763369366,False,False,False,False,True,False,False,False,False,2025,3,1,1,31.69091811463408,1283.46,March,False,Herfs,Laag,Goed,46.393418327326884,1233.46,46.393418327326884,2025-03
T00242,2025-07-06,Stellenbosch,K0130,Meubels,Eetstel,16868.55,12001.98,1,0.7370278109862684,0.7363917517555815,-0.4123517295081363,16868.55,9.733265500613998,False,False,True,False,False,False,False,False,False,2025,7,3,6,28.849960429319648,4866.57,July,True,Winter,Hoog,Gemiddeld,40.54805957017092,4816.57,40.54805957017092,2025-07
T00243,2025-01-24,Worcester,K0134,Meubels,Bank,12300.74,8416.01,1,0.5194643563083167,0.498197921731483,-0.4123517295081363,12300.74,9.417495994770135,False,False,False,False,False,False,False,False,False,2025,1,1,4,31.58127072029813,3884.7299999999996,January,False,Somer,Medium,Goed,46.15880922194721,3834.7299999999996,46.15880922194721,2025-01
T00244,2025-09-26,Stellenbosch,K0131,Meubels,Lessenaar,5014.44,3497.95,1,0.1724200178135106,0.171521583756453,-0.4123517295081363,5014.44,8.52027643333702,False,False,False,False,True,False,False,False,False,2025,9,3,4,30.24245977616643,1516.4899999999998,September,False,Lente,Medium,Goed,43.353678583170144,1466.4899999999998,43.353678583170144,2025-09
