transaksie_id,datum,winkel_naam,klient_id,produk_kategorie,produk,verkoopsprys,kosprys,hoeveelheid,verkoopsprys_genormaliseer,kosprys_genormaliseer,hoeveelheid_gestandaardiseer,totale_inkomste,log_totale_inkomste,tipe_Bed,tipe_Droër,tipe_Eetstel,tipe_Kas,tipe_Lessenaar,tipe_Mikrogolf,tipe_Stoof,tipe_Wasmajien,tipe_Yskas,jaar,maand,kwartaal,dag_van_week
T00255,2024-10-24,Stellenbosch,K0005,Toestelle,Droër,6176.71,4083.47,1,0.22777859806718648,0.2104140595316855,-0.41235172950813637,6176.71,8.728702931619248,False,True,False,False,False,False,False,False,False,2024,10,4,3
T00256,2025-03-04,Stellenbosch,K0115,Meubels,Eetstel,17152.63,11488.23,1,0.7505584583216245,0.7022665136261826,-0.41235172950813637,17152.63,9.749965092004466,False,False,True,False,False,False,False,False,False,2025,3,1,1
T00257,2024-08-19,Stellenbosch,K0139,Meubels,Kas,8442.92,5398.36,1,0.3357175177301587,0.29775407775838203,-0.41235172950813637,8442.92,9.04120193474048,False,False,False,True,False,False,False,False,False,2024,8,3,0
T00258,2025-02-08,Stellenbosch,K0060,Meubels,Lessenaar,3119.9,2056.77,3,0.08218363157468578,0.07579290115338322,3.146503737778303,9359.7,9.144275353000067,False,False,False,False,True,False,False,False,False,2025,2,1,5
T00259,2025-05-23,Worcester,K0037,Toestelle,Wasmajien,4444.93,3069.33,1,0.14529442303753698,0.14305100552380495,-0.41235172950813637,4444.93,8.399744349910767,False,False,False,False,False,False,False,True,False,2025,5,2,4
T00260,2025-12-16,Stellenbosch,K0143,Toestelle,Stoof,8400.01,5854.05,1,0.3336737269769901,0.3280227488302765,-0.41235172950813637,8400.01,9.036107215698623,False,False,False,False,False,False,True,False,False,2025,12,4,1
T00261,2024-12-27,Worcester,K0089,Toestelle,Droër,4019.07,2669.1,1,0.1250108357584793,0.11646619957435614,-0.41235172950813637,4019.07,8.299054594396786,False,True,False,False,False,False,False,False,False,2024,12,4,4
T00262,2025-07-26,Worcester,K0077,Toestelle,Mikrogolf,2455.44,1736.15,1,0.05053559606197579,0.054496095607791256,-0.41235172950813637,2455.44,7.806468426315496,False,False,False,False,False,True,False,False,False,2025,7,3,5
T00263,2025-07-21,Stellenbosch,K0077,Toestelle,Wasmajien,7549.9,5355.83,1,0.29318323624811266,0.2949290726437478,-0.41235172950813637,7549.9,8.929422040436696,False,False,False,False,False,False,False,True,False,2025,7,3,0
T00264,2024-11-25,Paarl,K0107,Meubels,Lessenaar,3560.12,2391.44,1,0.10315118145489705,0.09802296138650426,-0.41235172950813637,3560.12,8.177830381109326,False,False,False,False,True,False,False,False,False,2024,11,4,0
T00265,2025-12-25,Stellenbosch,K0085,Toestelle,Wasmajien,6905.98,4899.16,1,0.26251351492953184,0.26459530622710037,-0.41235172950813637,6905.98,8.840287773471635,False,False,False,False,False,False,False,True,False,2025,12,4,3
T00266,2024-09-19,Paarl,K0049,Toestelle,Yskas,10910.28,7319.55,1,0.4532371530771173,0.42536685876435754,-0.41235172950813637,10910.28,9.297552395501617,False,False,False,False,False,False,False,False,True,2024,9,3,3
T00267,2024-08-22,Paarl,K0019,Toestelle,Droër,5863.69,3909.96,1,0.21286954699385102,0.1988888623193604,-0.41235172950813637,5863.69,8.676704903765673,False,True,False,False,False,False,False,False,False,2024,8,3,3
T00268,2025-01-09,Worcester,K0086,Meubels,Kas,4810.69,3318.34,1,0.16271546488976102,0.15959120123495169,-0.41235172950813637,4810.69,8.478803652741727,False,False,False,True,False,False,False,False,False,2025,1,1,3
T00269,2025-05-07,Stellenbosch,K0031,Meubels,Bank,11732.42,8220.15,3,0.49239544088438847,0.4851881521158643,3.146503737778303,35197.26,10.468751928546213,False,False,False,False,False,False,False,False,False,2025,5,2,2
T00270,2025-11-03,Stellenbosch,K0142,Meubels,Kas,4447.14,3191.49,2,0.1453996846913357,0.15116533951871955,1.3670760041350833,8894.28,9.09327607796313,False,False,False,True,False,False,False,False,False,2025,11,4,0
T00271,2025-05-26,Paarl,K0092,Toestelle,Mikrogolf,3482.36,2463.13,1,0.09944749539182579,0.10278488512664366,-0.41235172950813637,3482.36,8.155752624197936,False,False,False,False,False,True,False,False,False,2025,5,2,0
T00272,2025-05-12,Paarl,K0120,Toestelle,Droër,6542.32,4428.58,2,0.24519249546327032,0.23333758445788863,1.3670760041350833,13084.64,9.4792707247349,False,True,False,False,False,False,False,False,False,2025,5,2,0
T00273,2024-10-09,Worcester,K0095,Toestelle,Stoof,7240.49,4682.6,2,0.2784461284192176,0.2502105635131293,1.3670760041350833,14480.98,9.580660396923092,False,False,False,False,False,False,True,False,False,2024,10,4,2
T00274,2025-05-17,Paarl,K0190,Meubels,Lessenaar,4713.98,3168.05,2,0.15810919586764655,0.14960836515034368,1.3670760041350833,9427.96,9.151541083225265,False,False,False,False,True,False,False,False,False,2025,5,2,5
T00275,2024-11-27,Stellenbosch,K0149,Toestelle,Droër,6365.21,4158.44,2,0.23675679795001742,0.21539385340528358,1.3670760041350833,12730.42,9.45182823285602,False,True,False,False,False,False,False,False,False,2024,11,4,2
T00276,2025-09-01,Paarl,K0098,Meubels,Bank,11447.58,7950.5,1,0.4788285949712555,0.46727696873563584,-0.41235172950813637,11447.58,9.345620983824334,False,False,False,False,False,False,False,False,False,2025,9,3,0
T00277,2025-03-09,Paarl,K0126,Toestelle,Stoof,7545.1,5178.14,1,0.29295461365162684,0.2831262238589052,-0.41235172950813637,7545.1,8.928786152490517,False,False,False,False,False,False,True,False,False,2025,3,1,6
T00278,2025-11-15,Paarl,K0185,Meubels,Bed,6848.36,4881.8,1,0.25976909117754926,0.2634421886914773,-0.41235172950813637,6848.36,8.831910496234421,True,False,False,False,False,False,False,False,False,2025,11,4,5
T00279,2025-11-13,Stellenbosch,K0020,Meubels,Lessenaar,2984.81,2130.32,1,0.07574933437483627,0.08067837320091081,-0.41235172950813637,2984.81,8.001626345800029,False,False,False,False,True,False,False,False,False,2025,11,4,3
T00280,2024-08-19,Stellenbosch,K0060,Toestelle,Wasmajien,9050.31,5828.31,1,0.3646473258300667,0.3263129996731948,-0.41235172950813637,9050.31,9.110664777599716,False,False,False,False,False,False,False,True,False,2024,8,3,0
T00281,2024-09-08,Worcester,K0117,Meubels,Eetstel,16729.67,10996.59,1,0.7304129971946102,0.6696099061829949,-0.41235172950813637,16729.67,9.724998840997268,False,False,True,False,False,False,False,False,False,2024,9,3,6
T00282,2025-07-18,Stellenbosch,K0137,Toestelle,Mikrogolf,2655.63,1846.67,1,0.06007058722666503,0.06183725632421201,-0.41235172950813637,2655.63,7.884813681264319,False,False,False,False,False,True,False,False,False,2025,7,3,4
T00283,2025-08-26,Stellenbosch,K0138,Meubels,Lessenaar,4372.08,3057.18,1,0.14182459883878773,0.14224395609651114,-0.41235172950813637,4372.08,8.383222845322878,False,False,False,False,True,False,False,False,False,2025,8,3,1
T00284,2025-04-20,Stellenbosch,K0025,Toestelle,Wasmajien,5566.69,3870.53,1,0.19872352383628716,0.19626977105037316,-0.41235172950813637,5566.69,8.624735525176973,False,False,False,False,False,False,False,True,False,2025,4,2,6
T00285,2025-12-19,Stellenbosch,K0065,Meubels,Bank,10109.12,7433.32,1,0.4150781365353199,0.43292389689960165,-0.41235172950813637,10109.12,9.221292181380278,False,False,False,False,False,False,False,False,False,2025,12,4,4
T00286,2025-06-28,Paarl,K0104,Toestelle,Yskas,6155.49,4308.2,1,0.2267678956718885,0.22534148486466807,-0.41235172950813637,6155.49,8.725262088932086,False,False,False,False,False,False,False,False,True,2025,6,2,5
T00287,2025-10-14,Worcester,K0021,Meubels,Bank,10383.57,7512.96,1,0.428150109786476,0.43821389001809385,-0.41235172950813637,10383.57,9.24807632957911,False,False,False,False,False,False,False,False,False,2025,10,4,1
T00288,2024-08-02,Stellenbosch,K0122,Toestelle,Mikrogolf,1959.23,5045.4,1,0.026901258853171905,0.2743091258359438,-0.41235172950813637,1959.23,7.580817092278725,False,False,False,False,False,True,False,False,False,2024,8,3,4
T00289,2024-08-27,Worcester,K0112,Meubels,Bank,16217.85,10417.09,1,0.7060351602501512,0.6311173018112447,-0.41235172950813637,16217.85,9.693929425032566,False,False,False,False,False,False,False,False,False,2024,8,3,1
T00290,2025-06-05,Worcester,K0059,Meubels,Lessenaar,5381.64,3728.62,2,0.1899096464446805,0.18684356658722376,1.3670760041350833,10763.28,9.283988524143181,False,False,False,False,True,False,False,False,False,2025,6,2,3
T00291,2025-02-02,Worcester,K0020,Toestelle,Stoof,8639.26,5820.69,1,0.3450691345205832,0.3258068501558302,-0.41235172950813637,8639.26,9.064187953937921,False,False,False,False,False,False,True,False,False,2025,2,1,6
T00292,2025-04-14,Worcester,K0081,Meubels,Bank,9846.79,6648.38,2,0.4025834353402905,0.38078518270536255,1.3670760041350833,19693.58,9.888098749968178,False,False,False,False,False,False,False,False,False,2025,4,2,0
T00293,2024-07-17,Stellenbosch,K0077,Meubels,Kas,4444.13,2927.12,2,0.145256319271456,0.13360487391430262,1.3670760041350833,8888.26,9.092599085448292,False,False,False,True,False,False,False,False,False,2024,7,3,2
T00294,2024-12-14,Worcester,K0100,Meubels,Lessenaar,4309.66,2908.68,1,0.13885155249031927,0.13238001865180898,-0.41235172950813637,4309.66,8.368846303624828,False,False,False,False,True,False,False,False,False,2024,12,4,5
T00295,2025-06-05,Paarl,K0089,Meubels,Eetstel,17778.53,12418.91,1,0.780369892309231,0.764085835518677,-0.41235172950813637,17778.53,9.78580307452278,False,False,True,False,False,False,False,False,False,2025,6,2,3
T00296,2024-08-24,Stellenbosch,K0088,Toestelle,Wasmajien,9864.12,6258.08,1,0.40340885817301975,0.3548599653001958,-0.41235172950813637,9864.12,9.19676058259966,False,False,False,False,False,False,False,True,False,2024,8,3,5
T00297,2025-08-11,Paarl,K0116,Meubels,Bed,5202.86,3727.77,1,0.18139440731973347,0.1867871063392238,-0.41235172950813637,5202.86,8.557155936887737,True,False,False,False,False,False,False,False,False,2025,8,3,0
T00298,2025-11-15,Stellenbosch,K0111,Toestelle,Droër,7175.56,5210.23,2,0.2753535315046701,0.28525776428045724,1.3670760041350833,14351.12,9.571652945467637,False,True,False,False,False,False,False,False,False,2025,11,4,5
T00299,2025-01-07,Worcester,K0076,Toestelle,Yskas,7698.71,5280.32,1,0.300271013036251,0.2899134099067143,-0.41235172950813637,7698.71,8.948937944794869,False,False,False,False,False,False,False,False,True,2025,1,1,1
T00300,2025-03-10,Worcester,K0098,Meubels,Eetstel,13538.62,9337.69,1,0.5784242187537212,0.5594194292333894,-0.41235172950813637,13538.62,9.513375481079823,False,False,True,False,False,False,False,False,False,2025,3,1,0
T00301,2024-12-05,Worcester,K0024,Toestelle,Stoof,8587.34,5779.52,1,0.3425962001019276,0.323072181437996,-0.41235172950813637,8587.34,9.058160748340761,False,False,False,False,False,False,True,False,False,2024,12,4,3
T00302,2024-07-06,Paarl,K0027,Toestelle,Stoof,7004.29,4417.64,1,0.2671959914838083,0.2326109078542183,-0.41235172950813637,7004.29,8.854420856914906,False,False,False,False,False,False,True,False,False,2024,7,3,5
T00303,2024-11-13,Stellenbosch,K0143,Meubels,Kas,5641.58,3648.84,1,0.20229051263854292,0.18154427413376695,-0.41235172950813637,5641.58,8.63809668670372,False,False,False,True,False,False,False,False,False,2024,11,4,2
T00304,2025-12-07,Paarl,K0142,Meubels,Eetstel,12277.31,8612.42,1,0.5183483922592199,0.5112442244487486,-0.41235172950813637,12277.31,9.415589570080499,False,False,True,False,False,False,False,False,False,2025,12,4,6
T00306,2025-08-02,Stellenbosch,K0176,Meubels,Lessenaar,5255.39,3646.24,1,0.18389639586002582,0.18137157219870817,-0.41235172950813637,5255.39,8.567199758324938,False,False,False,False,True,False,False,False,False,2025,8,3,5
T00307,2025-07-25,Stellenbosch,K0127,Meubels,Bed,8198.66,5688.25,1,0.32408348535148346,0.31700967927922186,-0.41235172950813637,8198.66,9.01184796897808,True,False,False,False,False,False,False,False,False,2025,7,3,4
T00308,2024-11-27,Stellenbosch,K0077,Meubels,Kas,7127.08,4806.19,1,0.2730444432801627,0.25841988357232626,-0.41235172950813637,7127.08,8.87179719243222,False,False,False,True,False,False,False,False,False,2024,11,4,2
T00309,2025-11-08,Stellenbosch,K0185,Toestelle,Stoof,7307.28,5255.94,2,0.2816273165899035,0.28829399714643256,1.3670760041350833,14614.56,9.589841993609086,False,False,False,False,False,False,True,False,False,2025,11,4,5
T00310,2025-11-20,Worcester,K0078,Meubels,Kas,6855.9,4903.37,1,0.2601282191728625,0.26487495051425325,-0.41235172950813637,6855.9,8.833010723540863,False,False,False,True,False,False,False,False,False,2025,11,4,3
T00311,2024-07-07,Paarl,K0085,Toestelle,Droër,4546.95,3025.57,1,0.15015360580701395,0.1401442991091237,-0.41235172950813637,4546.95,8.422431860966546,False,True,False,False,False,False,False,False,False,2024,7,3,6
T00313,2025-01-22,Paarl,K0082,Toestelle,Wasmajien,7957.89,5468.33,3,0.3126156806523365,0.3024017525260979,3.146503737778303,23873.670000000002,10.080573343263877,False,False,False,False,False,False,False,True,False,2025,1,1,2
T00314,2025-04-25,Worcester,K0084,Toestelle,Droër,4506.18,3090.13,1,0.14821174262811201,0.14443262100427504,-0.41235172950813637,4506.18,8.41342695976757,False,True,False,False,False,False,False,False,False,2025,4,2,4
T00315,2025-07-21,Paarl,K0145,Toestelle,Stoof,7326.7,5152.15,1,0.28255228551151923,0.28139986874652934,-0.41235172950813637,7326.7,8.89941696665132,False,False,False,False,False,False,True,False,False,2025,7,3,0
T00316,2025-01-21,Worcester,K0187,Meubels,Lessenaar,4547.4,3128.41,1,0.15017503917543448,0.14697532487890935,-0.41235172950813637,4547.4,8.422530801750568,False,False,False,False,True,False,False,False,False,2025,1,1,1
T00317,2025-10-16,Worcester,K0178,Meubels,Kas,7509.44,5392.89,1,0.2912561382785671,0.2973907394565469,-0.41235172950813637,7509.44,8.92404933159054,False,False,False,True,False,False,False,False,False,2025,10,4,3
T00318,2024-09-09,Paarl,K0062,Toestelle,Wasmajien,6134.66,3990.71,1,0.22577576886255496,0.20425258587935838,-0.41235172950813637,6134.66,8.72187293082086,False,False,False,False,False,False,False,True,False,2024,9,3,0
T00319,2025-03-16,Worcester,K0019,Meubels,Kas,6794.71,4635.68,1,0.25721375736474356,0.24709395782353052,-0.41235172950813637,6794.71,8.824046809721246,False,False,False,True,False,False,False,False,False,2025,3,1,6
T00320,2025-10-03,Worcester,K0130,Toestelle,Droër,8229.88,5858.52,1,0.32557048482279366,0.3283196633109352,-0.41235172950813637,8229.88,9.015648213835874,False,True,False,False,False,False,False,False,False,2025,10,4,4
T00321,2025-09-02,Worcester,K0138,Meubels,Bed,9154.14,6327.52,1,0.3695927183703019,0.35947243544268825,-0.41235172950813637,9154.14,9.122070749181747,True,False,False,False,False,False,False,False,False,2025,9,3,1
T00322,2024-09-26,Stellenbosch,K0157,Meubels,Bed,7593.91,4853.85,1,0.2952794196796426,0.2615856428895956,-0.41235172950813637,7593.91,8.935233565058411,True,False,False,False,False,False,False,False,False,2024,9,3,3
T00323,2024-08-15,Worcester,K0111,Toestelle,Stoof,9168.06,5834.14,3,0.37025572390011097,0.32670025055065344,3.146503737778303,27504.18,10.222129629552825,False,False,False,False,False,False,True,False,False,2024,8,3,3
T00324,2024-10-17,Stellenbosch,K0192,Meubels,Bed,6792.03,4580.66,1,0.25708610974837226,0.24343931918240244,-0.41235172950813637,6792.03,8.823652365492459,True,False,False,False,False,False,False,False,False,2024,10,4,3
T00325,2025-12-14,Worcester,K0119,Meubels,Kas,6129.88,4371.42,1,0.2255480988602211,0.22954079883944298,-0.41235172950813637,6129.88,8.721093574907627,False,False,False,True,False,False,False,False,False,2025,12,4,6
T00326,2025-11-25,Stellenbosch,K0076,Toestelle,Yskas,8688.65,6069.45,1,0.3474215657790077,0.3423304399116829,-0.41235172950813637,8688.65,9.069887941268814,False,False,False,False,False,False,False,False,True,2025,11,4,1
T00327,2025-08-30,Stellenbosch,K0088,Meubels,Bank,12844.01,9151.23,1,0.5453401475568341,0.5470340435368293,-0.41235172950813637,12844.01,9.460710688056722,False,False,False,False,False,False,False,False,False,2025,8,3,5
T00329,2025-10-07,Paarl,K0182,Meubels,Bed,8788.9,6167.4,1,0.3521964439660305,0.3488366531959157,-0.41235172950813637,8788.9,9.081358614050231,True,False,False,False,False,False,False,False,False,2025,10,4,1
T00330,2024-10-26,Stellenbosch,K0043,Toestelle,Yskas,8158.03,5390.37,1,0.32214829033164566,0.29722335142718215,-0.41235172950813637,8158.03,9.006880568343231,False,False,False,False,False,False,False,False,True,2024,10,4,5
T00331,2025-03-07,Worcester,K0144,Meubels,Lessenaar,5371.12,3681.44,1,0.18940858192071558,0.18370969070411908,-0.41235172950813637,5371.12,8.588977895442781,False,False,False,False,True,False,False,False,False,2025,3,1,4
T00332,2025-09-10,Paarl,K0048,Meubels,Kas,5510.96,5045.4,1,0.1960691202316709,0.2743091258359438,-0.41235172950813637,5510.96,8.614675555773113,False,False,False,True,False,False,False,False,False,2025,9,3,2
T00333,2025-09-16,Paarl,K0116,Meubels,Lessenaar,2461.88,1737.93,2,0.05084233137892767,0.05461433000948532,1.3670760041350833,4923.76,8.50203082145433,False,False,False,False,True,False,False,False,False,2025,9,3,1
T00334,2025-09-13,Paarl,K0193,Meubels,Bank,9479.78,6753.3,1,0.3851028563535649,0.38775437002319524,-0.41235172950813637,9479.78,9.157021870345393,False,False,False,False,False,False,False,False,False,2025,9,3,5
T00335,2024-09-03,Worcester,K0084,Meubels,Lessenaar,4518.42,3020.51,1,0.14879473024915102,0.1398081945739709,-0.41235172950813637,4518.42,8.416138946008672,False,False,False,False,True,False,False,False,False,2024,9,3,1
T00337,2025-12-23,Worcester,K0101,Toestelle,Droër,7495.29,5245.59,1,0.29058217791600977,0.2876065105972564,-0.41235172950813637,7495.29,8.922163510469817,False,True,False,False,False,False,False,False,False,2025,12,4,1
T00338,2024-10-25,Paarl,K0173,Toestelle,Mikrogolf,1394.43,915.72,1,0.0,0.0,-0.41235172950813637,1394.43,7.240957890485727,False,False,False,False,False,True,False,False,False,2024,10,4,4
T00339,2025-05-01,Worcester,K0062,Meubels,Bank,8303.53,5840.03,1,0.32907841278762395,0.32709148685738276,-0.41235172950813637,8303.53,9.024556428031776,False,False,False,False,False,False,False,False,False,2025,5,2,3
T00341,2025-08-02,Paarl,K0048,Meubels,Lessenaar,5132.78,3514.93,1,0.17805651741103962,0.1726494602400291,-0.41235172950813637,5132.78,8.543597508935214,False,False,False,False,True,False,False,False,False,2025,8,3,5
T00342,2025-11-11,Worcester,K0074,Meubels,Lessenaar,6770.69,4744.08,1,0.2560696917881621,0.2542943000390572,-0.41235172950813637,6770.69,8.820505965477537,False,False,False,False,True,False,False,False,False,2025,11,4,1
T00343,2024-11-21,Stellenbosch,K0092,Toestelle,Mikrogolf,2270.32,1533.86,1,0.041718384590837,0.041059220822008066,-0.41235172950813637,2270.32,7.728116439268475,False,False,False,False,False,True,False,False,False,2024,11,4,3
T00344,2024-07-10,Paarl,K0144,Meubels,Bank,9875.39,6322.64,1,0.4039456449776855,0.3591482871953472,-0.41235172950813637,9875.39,9.197902339357306,False,False,False,False,False,False,False,False,False,2024,7,3,2
T00345,2025-11-30,Worcester,K0107,Toestelle,Mikrogolf,2535.78,1779.42,1,0.05436216677065821,0.057370254350096045,-0.41235172950813637,2535.78,7.838650839244778,False,False,False,False,False,True,False,False,False,2025,11,4,6
T00346,2025-09-28,Paarl,K0195,Meubels,Eetstel,13567.03,9352.75,1,0.5797773787466719,0.5604197719803066,-0.41235172950813637,13567.03,9.515471569114146,False,False,True,False,False,False,False,False,False,2025,9,3,6
T00347,2025-02-11,Paarl,K0074,Meubels,Bed,10075.08,6979.98,1,0.41345682128857414,0.4028113218074718,-0.41235172950813637,10075.08,9.217919577099577,True,False,False,False,False,False,False,False,False,2025,2,1,1
T00348,2024-12-20,Paarl,K0147,Toestelle,Droër,5887.98,3860.08,1,0.21402647259148477,0.19557564211907932,-0.41235172950813637,5887.98,8.680838086776467,False,True,False,False,False,False,False,False,False,2024,12,4,4
T00349,2024-10-25,Paarl,K0011,Toestelle,Droër,6176.15,4013.11,1,0.22775192543092976,0.2057404794737108,-0.41235172950813637,6176.15,8.728612279033888,False,True,False,False,False,False,False,False,False,2024,10,4,4
T00350,2025-09-25,Worcester,K0168,Meubels,Kas,4531.85,3255.9,1,0.14943439722223548,0.15544369784069442,-0.41235172950813637,4531.85,8.41910615972491,False,False,False,True,False,False,False,False,False,2025,9,3,3
T00352,2025-09-23,Stellenbosch,K0151,Meubels,Bank,9694.59,6774.56,1,0.39533419384338403,0.3891665404614064,-0.41235172950813637,9694.59,9.179426421936492,False,False,False,False,False,False,False,False,False,2025,9,3,1
T00353,2025-06-25,Worcester,K0053,Toestelle,Wasmajien,7620.15,5354.73,1,0.29652922320709874,0.2948560064404536,-0.41235172950813637,7620.15,8.938682555928791,False,False,False,False,False,False,False,True,False,2025,6,2,2
T00354,2025-01-28,Stellenbosch,K0138,Toestelle,Droër,8752.15,5947.14,1,0.35044605221168545,0.3342061423435918,-0.41235172950813637,8752.15,9.077168914567208,False,True,False,False,False,False,False,False,False,2025,1,1,1
T00355,2024-12-20,Paarl,K0132,Toestelle,Stoof,5298.3,3554.97,1,0.1859401866131944,0.17530907003993398,-0.41235172950813637,5298.3,8.575330015345783,False,False,False,False,False,False,True,False,False,2024,12,4,4
T00356,2024-10-06,Stellenbosch,K0168,Toestelle,Yskas,11992.09,7720.21,3,0.5047634470571986,0.4519802269569122,3.146503737778303,35976.270000000004,10.490642629139453,False,False,False,False,False,False,False,False,True,2024,10,4,6
T00357,2024-11-07,Worcester,K0083,Meubels,Bank,12699.92,8449.51,1,0.5384771829885736,0.5004231197408939,-0.41235172950813637,12699.92,9.449429710767847,False,False,False,False,False,False,False,False,False,2024,11,4,3
T00358,2025-03-11,Worcester,K0162,Toestelle,Mikrogolf,1937.26,1310.85,1,0.02585483417717299,0.02624604446144893,-0.41235172950813637,1937.26,7.569545942378936,False,False,False,False,False,True,False,False,False,2025,3,1,1
T00359,2025-04-02,Worcester,K0163,Toestelle,Mikrogolf,2554.7,1729.87,1,0.055263320838473365,0.05407895401080316,-0.41235172950813637,2554.7,7.846081437716904,False,False,False,False,False,True,False,False,False,2025,4,2,2
T00360,2024-10-04,Paarl,K0125,Toestelle,Stoof,9806.38,6322.83,1,0.4006587188561249,0.35916090772137066,-0.41235172950813637,9806.38,9.190890442474823,False,False,False,False,False,False,True,False,False,2024,10,4,4
T00361,2025-06-01,Worcester,K0118,Meubels,Eetstel,12628.58,8710.26,1,0.5350792796483023,0.5177431311126521,-0.41235172950813637,12628.58,9.443796960634835,False,False,True,False,False,False,False,False,False,2025,6,2,6
T00362,2025-07-02,Stellenbosch,K0055,Toestelle,Wasmajien,7707.2,5336.45,3,0.3006753892537854,0.2936417789893483,3.146503737778303,23121.6,10.048565773210932,False,False,False,False,False,False,False,True,False,2025,7,3,2
T00363,2025-11-19,Paarl,K0148,Toestelle,Stoof,11367.74,7898.84,1,0.47502583911637364,0.4638455141336606,-0.41235172950813637,11367.74,9.338622762661867,False,False,False,False,False,False,True,False,False,2025,11,4,2
T00364,2024-11-11,Worcester,K0196,Toestelle,Stoof,7579.81,4915.76,2,0.2946078408024653,0.26569794165862937,1.3670760041350833,15159.62,9.626456555457725,False,False,False,False,False,False,True,False,False,2024,11,4,0
T00366,2025-09-25,Paarl,K0177,Meubels,Kas,5811.32,4014.97,1,0.21037517920677484,0.20586402778109894,-0.41235172950813637,5811.32,8.667735081674167,False,False,False,True,False,False,False,False,False,2025,9,3,3
T00367,2024-11-13,Worcester,K0071,Toestelle,Wasmajien,7083.59,4688.66,2,0.27097302729658546,0.25061309186945857,1.3670760041350833,14167.18,9.558753884068583,False,False,False,False,False,False,False,True,False,2024,11,4,2
T00368,2024-10-04,Worcester,K0171,Toestelle,Stoof,10469.54,6969.64,1,0.4322448357489534,0.4021244994965074,-0.41235172950813637,10469.54,9.256320878465822,False,False,False,False,False,False,True,False,False,2024,10,4,4
T00369,2024-12-17,Stellenbosch,K0194,Toestelle,Stoof,8215.59,5400.35,1,0.3248898563011722,0.29788626116252315,-0.41235172950813637,8215.59,9.013910560130393,False,False,False,False,False,False,True,False,False,2024,12,4,1
T00370,2025-02-25,Paarl,K0123,Meubels,Eetstel,13719.36,9562.9,1,0.5870328121055666,0.5743787380005366,-0.41235172950813637,13719.36,9.526636140002694,False,False,True,False,False,False,False,False,False,2025,2,1,1
T00371,2024-09-18,Stellenbosch,K0003,Meubels,Lessenaar,3487.9,2289.04,1,0.09971136397193658,0.09122116209803624,-0.41235172950813637,3487.9,8.15734177926843,False,False,False,False,True,False,False,False,False,2024,9,3,2
T00372,2024-07-09,Worcester,K0109,Toestelle,Yskas,5690.29,3603.12,3,0.2046105556957986,0.17850737702957983,3.146503737778303,17070.87,9.74518735870467,False,False,False,False,False,False,False,False,True,2024,7,3,1
T00373,2024-11-13,Paarl,K0188,Meubels,Bank,8775.1,5756.95,1,0.3515391540011336,0.32157299579404364,-0.41235172950813637,8775.1,9.079787396603,False,False,False,False,False,False,False,False,False,2024,11,4,2
T00374,2024-10-13,Stellenbosch,K0036,Toestelle,Stoof,6168.86,4093.52,2,0.22740470486251685,0.21108161893450875,1.3670760041350833,12337.72,9.420497564364538,False,False,False,False,False,False,True,False,False,2024,10,4,6
T00375,2025-07-27,Stellenbosch,K0003,Meubels,Eetstel,14221.23,10111.75,1,0.6109367334593933,0.6108354522532288,-0.41235172950813637,14221.23,9.562561512440386,False,False,True,False,False,False,False,False,False,2025,7,3,6
T00376,2024-12-16,Paarl,K0039,Toestelle,Wasmajien,4745.29,3238.13,1,0.15960048201264093,0.154263346538389,-0.41235172950813637,4745.29,8.465118539216583,False,False,False,False,False,False,False,True,False,2024,12,4,0
T00377,2025-08-26,Worcester,K0026,Toestelle,Wasmajien,2954.67,2020.88,1,0.07431377498773536,0.0734089502113606,-0.41235172950813637,2954.67,7.9914806384884125,False,False,False,False,False,False,False,True,False,2025,8,3,1
T00378,2024-11-21,Stellenbosch,K0081,Toestelle,Stoof,8402.27,5638.43,3,0.3337813701161689,0.31370044450821133,3.146503737778303,25206.81,10.134909146118956,False,False,False,False,False,False,True,False,False,2024,11,4,3
T00379,2024-11-21,Stellenbosch,K0154,Toestelle,Yskas,12697.91,8698.47,1,0.5383814472762952,0.5169599942609817,-0.41235172950813637,12697.91,9.449271441991701,False,False,False,False,False,False,False,False,True,2024,11,4,3
T00380,2025-04-18,Worcester,K0156,Meubels,Bed,10253.13,6956.32,1,0.4219372907269722,0.40123973419843717,-0.41235172950813637,10253.13,9.235435830242606,True,False,False,False,False,False,False,False,False,2025,4,2,4
T00381,2025-12-04,Stellenbosch,K0062,Toestelle,Stoof,8016.0,5873.3,1,0.31538344296104365,0.32930140738792313,-0.41235172950813637,8016.0,8.989319566042951,False,False,False,False,False,False,True,False,False,2025,12,4,3
T00382,2025-11-19,Paarl,K0153,Meubels,Bank,9233.69,6392.92,1,0.37338166160997943,0.36381655334762775,-0.41235172950813637,9233.69,9.1307223241219,False,False,False,False,False,False,False,False,False,2025,11,4,2
T00383,2024-09-11,Worcester,K0034,Meubels,Bed,13146.72,8875.28,2,0.559758136344801,0.5287043900831891,1.3670760041350833,26293.44,10.177112788972172,True,False,False,False,False,False,False,False,False,2024,9,3,2
T00384,2025-08-01,Worcester,K0045,Toestelle,Stoof,8606.59,5943.34,1,0.34351307197325115,0.3339537318231214,-0.41235172950813637,8606.59,9.060399651155691,False,False,False,False,False,False,True,False,False,2025,8,3,4
